tokenID,name,description,file_name,external_url,attributes[Background],attributes[Base],attributes[Cloth],attributes[Face],attributes[Hair],attributes[Mouth],attributes[Tattoo],attributes[Facemask]
1764,ZENK 1764,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1764.png,,Forest zen,Tan vessel ,Forest tank,Forest eyes,Messy Flow – ZENKAI Headband,Bubblegum 2,,
1765,ZENK 1765,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1765.png,,Silver calm,Earth vessel ,Bloodstain tank,Sharp eyes 2,Spiked Shag – Deep Ocean,Red tongue,,
1766,ZENK 1766,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1766.png,,Silent mist,Tan vessel ,Earth Tee,Red eyes,Curly Fade – Platinum,Red tongue,,
1767,ZENK 1767,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1767.png,,Silent mist,Inferno vessel,Royal petal kimono,Sharp eyes 3,Short Fringe – White,Bear Mouth Mask,,
1768,ZENK 1768,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1768.png,,Ancient earth,Zen vessel,Bloodstain tank,Calm eyes Ocean ,Ocean fade,Neutral,,
1769,ZENK 1769,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1769.png,,Zen rift,Earth vessel ,Midnight Tee,Angry red eyes,Spiked Shag – Ivory White,Neutral,,
1770,ZENK 1770,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1770.png,,Deep blue,Earth vessel ,Scarlet button shirt,Neutral face 1,Top Knot Flow – Midnight Black,Neutral,,
1771,ZENK 1771,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1771.png,,Ancient earth,Earth vessel ,Forest tank,Sharp eyes,Spiked Shag – Dusty Rose,Neutral,,
1772,ZENK 1772,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1772.png,,Abyss night ,Demon vessel,Emerald suit ,Focused Ocean eyes,Green cap,Smiling,,
1773,ZENK 1773,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1773.png,,Zen rift,Zen vessel,Bloodstain tank,Closed eyes ,Green cap,Bubblegum 2,,
1774,ZENK 1774,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1774.png,,Abyss night ,Azure vessel ,Azure suit,Closed eyes 3,Messy Fringe – Teal,Neutral 2,,
1775,ZENK 1775,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1775.png,,Abyss night ,Tan vessel ,Rescue jacket ,Predator eyes,Curly Fade – ZENKAI Headband,Blue Bubble Gum ,,Gold Cross Earrings 
1776,ZENK 1776,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1776.png,,Abyss night ,Zen vessel,Zen suit,Focused Ocean eyes,Top Knot Flow – Midnight Black,Neutral 2,,
1777,ZENK 1777,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-1777.png,,Zen sand,Shadow vessel 2,Blaze jacket,Forest eyes,Spiked Shag – Deep Ocean,Smoking,,
